"zcta5","state","cd114","stab","zipname","pop10","afact"
"ZIP Census Tabulation Area","FIPS state","cd114","State Postal Code","zipname","Total Pop, 2010 census","zcta5 to cd114 alloc factor"
"59530","30","00","MT","Inverness, MT",99,1 
"59531","30","00","MT","Joplin, MT",241,1 
"59532","30","00","MT","Kremlin, MT",180,1 
"59535","30","00","MT","Lloyd, MT",74,1 
"59537","30","00","MT","Loring, MT",96,1 
"59538","30","00","MT","Malta, MT",3037,1 
"59540","30","00","MT","Rudyard, MT",371,1 
"59542","30","00","MT","Turner, MT",192,1 
"59544","30","00","MT","Whitewater, MT",175,1 
"59545","30","00","MT","Whitlash, MT",39,1 
"59546","30","00","MT","Zortman, MT",129,1 
"59547","30","00","MT","Zurich, MT (PO Boxes)",38,1 
"59601","30","00","MT","Helena, MT",29283,1 
"59602","30","00","MT","Helena Valley West Central, MT",24285,1 
"59631","30","00","MT","Basin, MT",237,1 
"59632","30","00","MT","Boulder, MT",1939,1 
"59633","30","00","MT","Canyon Creek, MT",206,1 
"59634","30","00","MT","Montana City, MT",4819,1 
"59635","30","00","MT","Helena Valley Southeast, MT",7282,1 
"59636","30","00","MT","Helena West Side, MT",12,1 
"59638","30","00","MT","Jefferson City, MT",617,1 
"59639","30","00","MT","Lincoln, MT",1286,1 
"59640","30","00","MT","Marysville, MT",89,1 
"59642","30","00","MT","Ringling, MT (PO Boxes)",62,1 
"59643","30","00","MT","Toston, MT",437,1 
"59644","30","00","MT","Townsend, MT",4036,1 
"59645","30","00","MT","White Sulphur Springs, MT",1635,1 
"59647","30","00","MT","Winston, MT",334,1 
"59648","30","00","MT","Wolf Creek, MT",635,1 
"59701","30","00","MT","Butte-Silver Bow, MT",33147,1 
"59703","30","00","MT","Walkerville, MT",43,1 
"59710","30","00","MT","Alder, MT (PO Boxes)",286,1 
"59711","30","00","MT","Anaconda-Deer Lodge, MT",8933,1 
"59713","30","00","MT","Avon, MT",213,1 
"59714","30","00","MT","Belgrade, MT",18182,1 
"59715","30","00","MT","Bozeman, MT",31567,1 
"59716","30","00","MT","Big Sky, MT",1798,1 
"59718","30","00","MT","Bozeman, MT",27367,1 
"59720","30","00","MT","Cameron, MT",191,1 
"59721","30","00","MT","Cardwell, MT",433,1 
"59722","30","00","MT","Deer Lodge, MT",5781,1 
"59724","30","00","MT","Dell, MT",128,1 
"59725","30","00","MT","Dillon, MT",7963,1 
"59727","30","00","MT","Butte-Silver Bow, MT",221,1 
"59728","30","00","MT","Elliston, MT",343,1 
"59729","30","00","MT","Ennis, MT",2141,1 
"59730","30","00","MT","Gallatin Gateway, MT",1790,1 
"59731","30","00","MT","Garrison, MT",209,1 
"59732","30","00","MT","Glen, MT",128,1 
"59733","30","00","MT","Gold Creek, MT",198,1 
"59735","30","00","MT","Harrison, MT (PO Boxes)",331,1 
"59736","30","00","MT","Jackson, MT",127,1 
"59739","30","00","MT","Lima, MT",340,1 
"59740","30","00","MT","Mc Allister, MT (PO Boxes)",495,1 
"59741","30","00","MT","Manhattan, MT",4352,1 
"59743","30","00","MT","Butte-Silver Bow, MT",134,1 
"59745","30","00","MT","Norris, MT (PO Boxes)",134,1 
"59746","30","00","MT","Polaris, MT",92,1 
"59747","30","00","MT","Pony, MT",159,1 
"59748","30","00","MT","Butte-Silver Bow, MT",254,1 
"59749","30","00","MT","Sheridan, MT",1513,1 
"59750","30","00","MT","Butte-Silver Bow, MT",309,1 
"59751","30","00","MT","Silver Star, MT",208,1 
"59752","30","00","MT","Three Forks, MT",3431,1 
"59754","30","00","MT","Twin Bridges, MT",964,1 
"59755","30","00","MT","Virginia City, MT",210,1 
"59756","30","00","MT","Anaconda-Deer Lodge, MT",463,1 
"59758","30","00","MT","West Yellowstone, MT",1769,1 
"59759","30","00","MT","Whitehall, MT",3643,1 
"59760","30","00","MT","Willow Creek, MT",260,1 
"59761","30","00","MT","Wisdom, MT",265,1 
"59762","30","00","MT","Wise River, MT",258,1 
"59801","30","00","MT","Missoula, MT",30940,1 
"59802","30","00","MT","Missoula, MT",18407,1 
"59803","30","00","MT","Missoula, MT",16203,1 
"59804","30","00","MT","Orchard Homes, MT",7533,1 
"59808","30","00","MT","Missoula, MT",17904,1 
"59820","30","00","MT","Alberton, MT",1361,1 
"59821","30","00","MT","Arlee, MT",2377,1 
"59823","30","00","MT","Bonner, MT",1561,1 
"59824","30","00","MT","Charlo, MT",1792,1 
"59825","30","00","MT","Clinton, MT",2412,1 
"59826","30","00","MT","Condon, MT",521,1 
"59827","30","00","MT","Conner, MT",300,1 
"59828","30","00","MT","Corvallis, MT",5543,1 
"59829","30","00","MT","Darby, MT",2679,1 
"59830","30","00","MT","De Borgia, MT",146,1 
"59831","30","00","MT","Dixon, MT",454,1 
"59832","30","00","MT","Drummond, MT",765,1 
"59833","30","00","MT","Florence, MT",5448,1 
"59834","30","00","MT","Frenchtown, MT",2240,1 
"59837","30","00","MT","Hall, MT",407,1 
"59840","30","00","MT","Hamilton, MT",13052,1 
"59841","30","00","MT","Pinesdale, MT",917,1 
"59842","30","00","MT","Haugan, MT",90,1 
"59843","30","00","MT","Helmville, MT",260,1 
"59844","30","00","MT","Heron, MT",736,1 
"59845","30","00","MT","Hot Springs, MT",1186,1 
"59846","30","00","MT","Huson, MT",1617,1 
"59847","16","01","ID","Lolo, MT",52,0.009 
"59847","30","00","MT","Lolo, MT",5606,0.991 
"59848","30","00","MT","Lonepine, MT",106,1 
"59851","30","00","MT","Bonner-West Riverside, MT",173,1 
"59853","30","00","MT","Noxon, MT",699,1 
"59854","30","00","MT","Ovando, MT",239,1 
"59855","30","00","MT","Pablo, MT",957,1 
"59856","30","00","MT","Paradise, MT (PO Boxes)",347,1 
"59858","30","00","MT","Philipsburg, MT",1538,1 
"59859","30","00","MT","Plains, MT",3270,1 
"59860","30","00","MT","Polson, MT",9913,1 
"59863","30","00","MT","Ravalli, MT",76,1 
"59864","30","00","MT","Ronan, MT",6752,1 
"59865","30","00","MT","Saint Ignatius, MT",3185,1 
"59866","30","00","MT","Saint Regis, MT",943,1 
"59867","30","00","MT","Saltese, MT",28,1 
"59868","30","00","MT","Seeley Lake, MT",2054,1 
"59870","30","00","MT","Stevensville, MT",9617,1 
"59871","30","00","MT","Sula, MT",218,1 
"59872","30","00","MT","Superior, MT",2309,1 
"59873","30","00","MT","Thompson Falls, MT",3085,1 
"59874","30","00","MT","Trout Creek, MT",1568,1 
"59875","30","00","MT","Victor, MT",3537,1 
"59901","30","00","MT","Kalispell, MT",49693,1 
"59910","30","00","MT","Big Arm, MT",356,1 
"59911","30","00","MT","Bigfork, MT",7678,1 
"59912","30","00","MT","Columbia Falls, MT",13499,1 
"59913","30","00","MT","Coram, MT",675,1 
"59914","30","00","MT","Dayton, MT",234,1 
"59915","30","00","MT","Elmo, MT",403,1 
"59916","30","00","MT","Essex, MT",130,1 
"59917","30","00","MT","Eureka, MT",4225,1 
"59918","30","00","MT","Fortine, MT",592,1 
"59919","30","00","MT","Hungry Horse, MT",839,1 
"59920","30","00","MT","Kila, MT",1680,1 
"59922","30","00","MT","Lakeside, MT",2408,1 
"59923","30","00","MT","Libby, MT",9856,1 
"59925","30","00","MT","Marion, MT",1435,1 
"59926","30","00","MT","Martin City, MT",513,1 
"59927","30","00","MT","Olney, MT",368,1 
"59928","30","00","MT","Polebridge, MT",88,1 
"59929","30","00","MT","Proctor, MT",237,1 
"59930","30","00","MT","Rexford, MT",867,1 
"59931","30","00","MT","Rollins, MT",328,1 
"59932","30","00","MT","Somers, MT",1648,1 
"59933","30","00","MT","Stryker, MT",43,1 
"59934","30","00","MT","Trego, MT",528,1 
"59935","30","00","MT","Troy, MT",3576,1 
"59936","30","00","MT","West Glacier, MT",367,1 
"59937","30","00","MT","Whitefish, MT",12588,1 
"60002","17","14","IL","Antioch, IL",24299,1 
"60004","17","08","IL","Arlington Heights, IL",9412,0.186 
"60004","17","09","IL","Arlington Heights, IL",41170,0.814 
"60005","17","08","IL","Arlington Heights, IL",7137,0.244 
"60005","17","09","IL","Arlington Heights, IL",22171,0.756 
"60007","17","08","IL","Elk Grove Village, IL",33820,1 
"60008","17","06","IL","Rolling Meadows, IL",5260,0.232 
"60008","17","08","IL","Rolling Meadows, IL",17330,0.763 
"60008","17","09","IL","Rolling Meadows, IL",127,0.006 
"60010","17","06","IL","Barrington, IL",39399,0.894 
"60010","17","08","IL","Barrington, IL",3148,0.071 
"60010","17","14","IL","Barrington, IL",1548,0.035 
"60012","17","14","IL","Crystal Lake, IL",11120,1 
"60013","17","06","IL","Cary, IL",24726,0.92 
"60013","17","14","IL","Cary, IL",2146,0.08 
"60014","17","06","IL","Crystal Lake, IL",25825,0.532 
"60014","17","14","IL","Crystal Lake, IL",22725,0.468 
"60015","17","10","IL","Deerfield, IL",26800,1 
"60016","17","08","IL","Des Plaines, IL",5373,0.09 
"60016","17","09","IL","Des Plaines, IL",21217,0.355 
"60016","17","10","IL","Des Plaines, IL",33100,0.555 
"60018","17","05","IL","Des Plaines, IL",6806,0.226 
"60018","17","08","IL","Des Plaines, IL",6493,0.216 
"60018","17","09","IL","Des Plaines, IL",16800,0.558 
"60020","17","10","IL","Fox Lake, IL",7933,0.807 
"60020","17","14","IL","Fox Lake, IL",1892,0.193 
"60021","17","06","IL","Fox River Grove, IL",5545,1 
"60022","17","10","IL","Glencoe, IL",8153,1 
"60025","17","09","IL","Glenview, IL",24344,0.623 
"60025","17","10","IL","Glenview, IL",14761,0.377 
"60026","17","09","IL","Glenview, IL",2091,0.157 
"60026","17","10","IL","Glenview, IL",11244,0.843 
"60029","17","09","IL","Golf, IL",482,1 
"60030","17","10","IL","Grayslake, IL",35890,0.995 
"60030","17","14","IL","Grayslake, IL",166,0.005 
"60031","17","10","IL","Gurnee, IL",22128,0.583 
"60031","17","14","IL","Gurnee, IL",15819,0.417 
"60033","17","14","IL","Harvard, IL",13824,0.993 
"60033","17","16","IL","Harvard, IL",98,0.007 
"60034","17","14","IL","Hebron, IL",2040,1 
"60035","17","10","IL","Highland Park, IL",29763,1 
"60040","17","10","IL","Highwood, IL",5431,1 
"60041","17","10","IL","Ingleside, IL",9250,1 
"60042","17","14","IL","Island Lake, IL",8547,1 
"60043","17","09","IL","Kenilworth, IL",2513,1 
"60044","17","10","IL","Lake Bluff, IL",9792,1 
"60045","17","10","IL","Lake Forest, IL",20925,1 
"60046","17","10","IL","Lindenhurst, IL",19271,0.549 
"60046","17","14","IL","Lindenhurst, IL",15840,0.451 
"60047","17","06","IL","Lake Zurich, IL",35965,0.863 
"60047","17","10","IL","Lake Zurich, IL",4226,0.101 
"60047","17","14","IL","Lake Zurich, IL",1478,0.035 
"60048","17","10","IL","Libertyville, IL",29095,1 
"60050","17","10","IL","McHenry, IL",299,0.009 
"60050","17","14","IL","McHenry, IL",31321,0.991 
"60051","17","10","IL","Mchenry, IL",3007,0.119 
"60051","17","14","IL","Mchenry, IL",22185,0.881 
"60053","17","09","IL","Morton Grove, IL",20869,0.897 
"60053","17","10","IL","Morton Grove, IL",2391,0.103 
"60056","17","08","IL","Mount Prospect, IL",16009,0.29 
"60056","17","09","IL","Mount Prospect, IL",24298,0.44 
"60056","17","10","IL","Mount Prospect, IL",14912,0.27 
"60060","17","06","IL","Mundelein, IL",339,0.009 
"60060","17","10","IL","Mundelein, IL",33367,0.897 
"60060","17","14","IL","Mundelein, IL",3483,0.094 
"60061","17","10","IL","Vernon Hills, IL",25748,1 
"60062","17","09","IL","Northbrook, IL",6348,0.159 
"60062","17","10","IL","Northbrook, IL",33588,0.841 
"60064","17","10","IL","North Chicago, IL",15407,1 
"60067","17","06","IL","Palatine, IL",38469,0.997 
"60067","17","08","IL","Palatine, IL",116,0.003 
"60068","17","09","IL","Park Ridge, IL",36742,0.98 
"60068","17","10","IL","Park Ridge, IL",733,0.02 
"60069","17","10","IL","Lincolnshire, IL",8384,1 
"60070","17","09","IL","Prospect Heights, IL",5090,0.318 
"60070","17","10","IL","Prospect Heights, IL",10911,0.682 
"60071","17","14","IL","Richmond, IL",3598,1 
"60072","17","14","IL","Ringwood, IL",928,1 
"60073","17","10","IL","Round Lake Beach, IL",58480,0.975 
"60073","17","14","IL","Round Lake Beach, IL",1522,0.025 
"60074","17","06","IL","Palatine, IL",11991,0.308 
"60074","17","08","IL","Palatine, IL",26951,0.691 
"60074","17","09","IL","Palatine, IL",43,0.001 
"60076","17","09","IL","Skokie, IL",33415,1 
"60077","17","09","IL","Skokie, IL",26825,1 
"60081","17","10","IL","Spring Grove, IL",292,0.029 
"60081","17","14","IL","Spring Grove, IL",9787,0.971 
"60083","17","10","IL","Wadsworth, IL",1036,0.105 
"60083","17","14","IL","Wadsworth, IL",8802,0.895 
"60084","17","06","IL","Wauconda, IL",9,0.001 
"60084","17","14","IL","Wauconda, IL",16762,0.999 
"60085","17","10","IL","Waukegan, IL",71714,1 
"60087","17","10","IL","Waukegan, IL",26462,0.981 
"60087","17","14","IL","Waukegan, IL",516,0.019 
"60088","17","10","IL","North Chicago, IL",15761,1 
"60089","17","08","IL","Buffalo Grove, IL",13633,0.328 
"60089","17","09","IL","Buffalo Grove, IL",10,0 
"60089","17","10","IL","Buffalo Grove, IL",27890,0.672 
"60090","17","08","IL","Wheeling, IL",7168,0.19 
"60090","17","09","IL","Wheeling, IL",3196,0.085 
"60090","17","10","IL","Wheeling, IL",27269,0.725 
"60091","17","09","IL","Wilmette, IL",27020,1 
"60093","17","09","IL","Winnetka, IL",18994,0.971 
"60093","17","10","IL","Winnetka, IL",576,0.029 
"60096","17","10","IL","Winthrop Harbor, IL",6897,1 
"60097","17","14","IL","Wonder Lake, IL",11250,1 
"60098","17","14","IL","Woodstock, IL",32228,1 
"60099","17","10","IL","Zion, IL",30735,0.988 
"60099","17","14","IL","Zion, IL",369,0.012 
"60101","17","08","IL","Addison, IL",39119,1 
"60102","17","06","IL","Algonquin, IL",28464,0.884 
"60102","17","08","IL","Algonquin, IL",2,0 
"60102","17","14","IL","Algonquin, IL",3727,0.116 
"60103","17","06","IL","Bartlett, IL",26137,0.623 
"60103","17","08","IL","Bartlett, IL",15791,0.377 
"60104","17","07","IL","Bellwood, IL",19038,1 
"60106","17","05","IL","Bensenville, IL",8094,0.399 
"60106","17","08","IL","Bensenville, IL",12215,0.601 
"60107","17","08","IL","Streamwood, IL",39927,1 
"60108","17","08","IL","Bloomingdale, IL",22735,1 
"60109","17","14","IL","Burlington, IL",560,1 
"60110","17","06","IL","Carpentersville, IL",12255,0.318 
"60110","17","08","IL","Carpentersville, IL",26302,0.682 
"60111","17","16","IL","Clare, IL",258,1 
"60112","17","14","IL","Cortland, IL",4560,1 
"60113","17","16","IL","Creston, IL",337,1 
"60115","17","14","IL","DeKalb, IL",286,0.006 
"60115","17","16","IL","DeKalb, IL",45986,0.994 
"60118","17","06","IL","West Dundee, IL",13368,0.843 
"60118","17","08","IL","West Dundee, IL",2483,0.157 
"60119","17","14","IL","Elburn, IL",10371,1 
"60120","17","06","IL","Elgin, IL",60,0.001 
"60120","17","08","IL","Elgin, IL",50895,0.999 
"60123","17","06","IL","Elgin, IL",12578,0.265 
"60123","17","08","IL","Elgin, IL",34827,0.735 
"60124","17","06","IL","Elgin, IL",13452,0.71 
"60124","17","14","IL","Elgin, IL",5483,0.29 
"60126","17","04","IL","Elmhurst, IL",9,0 
"60126","17","05","IL","Elmhurst, IL",40222,0.867 
"60126","17","08","IL","Elmhurst, IL",6140,0.132 
"60129","17","16","IL","Esmond, IL",242,1 
"60130","17","07","IL","Forest Park, IL",14167,1 
"60131","17","05","IL","Franklin Park, IL",18097,1 
"60133","17","06","IL","Hanover Park, IL",465,0.012 
"60133","17","08","IL","Hanover Park, IL",37638,0.988 
"60134","17","14","IL","Geneva, IL",28565,1 
"60135","17","14","IL","Genoa, IL",3,0 
"60135","17","16","IL","Genoa, IL",7245,1 
"60136","17","06","IL","Gilberts, IL",6955,0.992 
"60136","17","14","IL","Gilberts, IL",58,0.008 
"60137","17","06","IL","Glen Ellyn, IL",33418,0.884 
"60137","17","08","IL","Glen Ellyn, IL",4387,0.116 
"60139","17","06","IL","Glendale Heights, IL",506,0.015 
"60139","17","08","IL","Glendale Heights, IL",33875,0.985 
"60140","17","14","IL","Hampshire, IL",14279,0.996 
"60140","17","16","IL","Hampshire, IL",62,0.004 
"60141","17","07","IL","Hines, IL (PO Boxes)",224,1 
"60142","17","06","IL","Huntley, IL",12,0 
"60142","17","14","IL","Huntley, IL",26435,1 
"60143","17","08","IL","Itasca, IL",10360,1 
"60144","17","14","IL","Kaneville, IL",58,1 
"60145","17","16","IL","Kingston, IL",2627,1 
"60146","17","16","IL","Kirkland, IL",2713,1 
"60148","17","06","IL","Lombard, IL",23483,0.456 
"60148","17","08","IL","Lombard, IL",27985,0.544 
"60150","17","16","IL","Malta, IL",1794,1 
"60151","17","14","IL","Maple Park, IL",4061,1 
"60152","17","14","IL","Marengo, IL",12504,0.998 
"60152","17","16","IL","Marengo, IL",29,0.002 
"60153","17","07","IL","Maywood, IL",24106,1 
"60154","17","04","IL","Westchester, IL",3263,0.195 
"60154","17","05","IL","Westchester, IL",5218,0.311 
"60154","17","07","IL","Westchester, IL",8292,0.494 
"60155","17","07","IL","Broadview, IL",7927,1 
"60156","17","06","IL","Lake in the Hills, IL",12786,0.441 
"60156","17","14","IL","Lake in the Hills, IL",16201,0.559 
"60157","17","08","IL","Medinah, IL",2380,1 
"60160","17","04","IL","Melrose Park, IL",22858,0.899 
"60160","17","05","IL","Melrose Park, IL",2541,0.1 
"60160","17","07","IL","Melrose Park, IL",33,0.001 
"60162","17","04","IL","Hillside, IL",829,0.102 
"60162","17","05","IL","Hillside, IL",710,0.088 
"60162","17","07","IL","Hillside, IL",6572,0.81 
"60163","17","04","IL","Berkeley, IL",3205,0.615 
"60163","17","07","IL","Berkeley, IL",2004,0.385 
"60164","17","04","IL","Northlake, IL",2968,0.135 
"60164","17","05","IL","Northlake, IL",19080,0.865 
"60165","17","04","IL","Stone Park, IL",4946,1 
"60169","17","08","IL","Hoffman Estates, IL",33847,1 
"60171","17","05","IL","River Grove, IL",10246,1 
"60172","17","08","IL","Roselle, IL",24537,1 
"60173","17","06","IL","Schaumburg, IL",1245,0.102 
"60173","17","08","IL","Schaumburg, IL",10972,0.898 
"60174","17","06","IL","St. Charles, IL",15380,0.5 
"60174","17","14","IL","St. Charles, IL",15372,0.5 
"60175","17","06","IL","Campton Hills, IL",7232,0.283 
"60175","17","14","IL","Campton Hills, IL",18332,0.717 
"60176","17","05","IL","Schiller Park, IL",11795,1 
"60177","17","06","IL","South Elgin, IL",18706,0.826 
"60177","17","08","IL","South Elgin, IL",3953,0.174 
"60178","17","14","IL","Sycamore, IL",18586,0.851 
"60178","17","16","IL","Sycamore, IL",3254,0.149 
"60180","17","14","IL","Union, IL",1694,1 
"60181","17","05","IL","Villa Park, IL",1533,0.053 
"60181","17","06","IL","Villa Park, IL",312,0.011 
"60181","17","08","IL","Villa Park, IL",26991,0.936 
"60184","17","06","IL","Wayne, IL",2448,1 
"60185","17","06","IL","West Chicago, IL",29074,0.796 
"60185","17","14","IL","West Chicago, IL",7453,0.204 
"60187","17","06","IL","Wheaton, IL",29016,1 
"60188","17","06","IL","Carol Stream, IL",27165,0.637 
"60188","17","08","IL","Carol Stream, IL",15491,0.363 
"60189","17","06","IL","Wheaton, IL",30470,1 
"60189","17","14","IL","Wheaton, IL",2,0 
"60190","17","06","IL","Winfield, IL",10480,0.983 
"60190","17","14","IL","Winfield, IL",183,0.017 
"60191","17","05","IL","Wood Dale, IL",2057,0.144 
"60191","17","08","IL","Wood Dale, IL",12253,0.856 
"60192","17","06","IL","Hoffman Estates, IL",9422,0.577 
"60192","17","08","IL","Hoffman Estates, IL",6921,0.423 
"60193","17","08","IL","Schaumburg, IL",39188,1 
"60194","17","08","IL","Schaumburg, IL",19777,1 
"60195","17","06","IL","Schaumburg, IL",110,0.023 
"60195","17","08","IL","Schaumburg, IL",4659,0.977 
"60201","17","09","IL","Evanston, IL",43125,1 
"60202","17","09","IL","Evanston, IL",31361,1 
"60203","17","09","IL","Skokie, IL",4523,1 
"60301","17","07","IL","Oak Park, IL",2539,1 
"60302","17","07","IL","Oak Park, IL",32108,1 
"60304","17","04","IL","Oak Park, IL",25,0.001 
"60304","17","07","IL","Oak Park, IL",17206,0.999 
"60305","17","04","IL","River Forest, IL",2106,0.189 
"60305","17","07","IL","River Forest, IL",9066,0.811 
"60401","17","02","IL","Beecher, IL",7797,1 
"60402","17","03","IL","Berwyn, IL",15227,0.24 
"60402","17","04","IL","Berwyn, IL",34321,0.541 
"60402","17","07","IL","Berwyn, IL",13900,0.219 
"60403","17","03","IL","Crest Hill, IL",9383,0.535 
"60403","17","11","IL","Crest Hill, IL",8146,0.465 
"60404","17","11","IL","Shorewood, IL",7357,0.423 
"60404","17","14","IL","Shorewood, IL",10038,0.577 
"60406","17","01","IL","Blue Island, IL",25460,1 
"60407","17","16","IL","Braceville, IL",1684,1 
"60408","17","16","IL","Braidwood, IL",5696,1 
"60409","17","02","IL","Calumet City, IL",37186,1 
"60410","17","11","IL","Channahon, IL",1614,0.127 
"60410","17","14","IL","Channahon, IL",1,0 
"60410","17","16","IL","Channahon, IL",11072,0.873 
"60411","17","02","IL","Chicago Heights, IL",58136,1 
"60415","17","03","IL","Chicago Ridge, IL",14139,1 
"60416","17","16","IL","Coal City, IL",9397,1 
"60417","17","02","IL","Crete, IL",15547,1 
"60419","17","02","IL","Dolton, IL",22788,1 
"60420","17","16","IL","Dwight, IL",6102,1 
"60421","17","01","IL","Elwood, IL",3391,0.855 
"60421","17","11","IL","Elwood, IL",549,0.138 
