"zcta5","state","cd114","stab","zipname","pop10","afact"
"ZIP Census Tabulation Area","FIPS state","cd114","State Postal Code","zipname","Total Pop, 2010 census","zcta5 to cd114 alloc factor"
"58062","38","00","ND","Nome, ND",174,1 
"58063","38","00","ND","Oriska, ND",340,1 
"58064","38","00","ND","Page, ND",450,1 
"58065","38","00","ND","Pillsbury, ND",22,1 
"58067","38","00","ND","Rutland, ND",243,1 
"58068","38","00","ND","Sheldon, ND",321,1 
"58069","38","00","ND","Stirum, ND",176,1 
"58071","38","00","ND","Tower City, ND",409,1 
"58072","38","00","ND","Valley City, ND",7997,1 
"58075","38","00","ND","Wahpeton, ND",9276,1 
"58076","38","00","ND","Wahpeton, ND",236,1 
"58077","38","00","ND","Walcott, ND",787,1 
"58078","38","00","ND","West Fargo, ND",26321,1 
"58079","38","00","ND","Wheatland, ND",530,1 
"58081","38","00","ND","Wyndmere, ND",845,1 
"58102","38","00","ND","Fargo, ND",29850,1 
"58103","38","00","ND","Fargo, ND",47302,1 
"58104","38","00","ND","Fargo, ND",28322,1 
"58105","38","00","ND","Fargo, ND",2483,1 
"58201","38","00","ND","Grand Forks, ND",34880,1 
"58202","38","00","ND","Grand Forks, ND",1839,1 
"58203","38","00","ND","Grand Forks, ND",18229,1 
"58204","38","00","ND","Grand Forks AFB, ND",2107,1 
"58205","38","00","ND","Grand Forks AFB, ND",260,1 
"58210","38","00","ND","Adams, ND",322,1 
"58212","38","00","ND","Aneta, ND",474,1 
"58214","38","00","ND","Arvilla, ND",367,1 
"58216","38","00","ND","Bathgate, ND",153,1 
"58218","38","00","ND","Buxton, ND",700,1 
"58219","38","00","ND","Caledonia, ND",47,1 
"58220","38","00","ND","Cavalier, ND",2360,1 
"58222","38","00","ND","Crystal, ND",295,1 
"58223","38","00","ND","Cummings, ND",212,1 
"58224","38","00","ND","Dahlen, ND",41,1 
"58225","27","07","MN","Drayton, ND",71,0.063 
"58225","38","00","ND","Drayton, ND",1054,0.937 
"58227","38","00","ND","Edinburg, ND",504,1 
"58228","38","00","ND","Emerado, ND",880,1 
"58229","38","00","ND","Fairdale, ND",114,1 
"58230","38","00","ND","Finley, ND",663,1 
"58231","38","00","ND","Fordville, ND",490,1 
"58233","38","00","ND","Forest River, ND",283,1 
"58235","38","00","ND","Gilby, ND",418,1 
"58237","38","00","ND","Grafton, ND",5499,1 
"58238","38","00","ND","Hamilton, ND",167,1 
"58239","38","00","ND","Hannah, ND",71,1 
"58240","38","00","ND","Hatton, ND",1276,1 
"58241","38","00","ND","Hensel, ND",126,1 
"58243","38","00","ND","Hoople, ND",539,1 
"58244","38","00","ND","Inkster, ND",194,1 
"58249","38","00","ND","Langdon, ND",2574,1 
"58250","38","00","ND","Lankin, ND",241,1 
"58251","38","00","ND","Larimore, ND",2049,1 
"58254","38","00","ND","McVille, ND",513,1 
"58256","38","00","ND","Manvel, ND",872,1 
"58257","38","00","ND","Mayville, ND",2239,1 
"58258","38","00","ND","Mekinock, ND",290,1 
"58259","38","00","ND","Michigan City, ND",454,1 
"58260","38","00","ND","Milton, ND",173,1 
"58261","38","00","ND","Minto, ND",1112,1 
"58262","38","00","ND","Mountain, ND",134,1 
"58265","38","00","ND","Neche, ND",519,1 
"58266","38","00","ND","Niagara, ND",203,1 
"58267","38","00","ND","Northwood, ND",1520,1 
"58269","38","00","ND","Osnabrock, ND",207,1 
"58270","38","00","ND","Park River, ND",1950,1 
"58271","38","00","ND","Pembina, ND",708,1 
"58272","38","00","ND","Petersburg, ND",312,1 
"58273","38","00","ND","Pisek, ND",264,1 
"58274","38","00","ND","Portland, ND",953,1 
"58275","38","00","ND","Reynolds, ND",733,1 
"58276","38","00","ND","St. Thomas, ND",503,1 
"58277","38","00","ND","Sharon, ND",225,1 
"58278","38","00","ND","Thompson, ND",1988,1 
"58281","38","00","ND","Wales, ND",124,1 
"58282","38","00","ND","Walhalla, ND",1441,1 
"58301","38","00","ND","Devils Lake, ND",9864,1 
"58311","38","00","ND","Alsen, ND",60,1 
"58316","38","00","ND","Belcourt, ND",6486,1 
"58317","38","00","ND","Bisbee, ND",226,1 
"58318","38","00","ND","Bottineau, ND",3684,1 
"58321","38","00","ND","Brocket, ND",161,1 
"58323","38","00","ND","Calvin, ND",47,1 
"58324","38","00","ND","Cando, ND",1345,1 
"58325","38","00","ND","Churchs Ferry, ND",92,1 
"58327","38","00","ND","Crary, ND",390,1 
"58329","38","00","ND","Dunseith, ND",3313,1 
"58330","38","00","ND","Edmore, ND",341,1 
"58331","38","00","ND","Egeland, ND",122,1 
"58332","38","00","ND","Esmond, ND",320,1 
"58335","38","00","ND","Fort Totten, ND",1694,1 
"58338","38","00","ND","Hampden, ND",105,1 
"58339","38","00","ND","Hansboro, ND",47,1 
"58341","38","00","ND","Harvey, ND",2597,1 
"58343","38","00","ND","Knox, ND",81,1 
"58344","38","00","ND","Lakota, ND",958,1 
"58345","38","00","ND","Lawton, ND",158,1 
"58346","38","00","ND","Leeds, ND",650,1 
"58348","38","00","ND","Maddock, ND",727,1 
"58351","38","00","ND","Minnewaukan, ND",478,1 
"58352","38","00","ND","Munich, ND",435,1 
"58353","38","00","ND","Mylo, ND",140,1 
"58355","38","00","ND","Nekoma, ND",84,1 
"58356","38","00","ND","New Rockford, ND",1751,1 
"58357","38","00","ND","Oberon, ND",364,1 
"58361","38","00","ND","Pekin, ND",190,1 
"58362","38","00","ND","Penn, ND",82,1 
"58363","38","00","ND","Perth, ND",83,1 
"58365","38","00","ND","Rocklake, ND",304,1 
"58366","38","00","ND","Rolette, ND",1080,1 
"58367","38","00","ND","Rolla, ND",1707,1 
"58368","38","00","ND","Rugby, ND",3801,1 
"58369","38","00","ND","Saint John, ND",1231,1 
"58370","38","00","ND","Saint Michael, ND",1280,1 
"58372","38","00","ND","Sarles, ND",106,1 
"58374","38","00","ND","Sheyenne, ND",640,1 
"58377","38","00","ND","Starkweather, ND",334,1 
"58379","38","00","ND","Tokio, ND (PO Boxes)",360,1 
"58380","38","00","ND","Tolna, ND",442,1 
"58381","38","00","ND","Warwick, ND",317,1 
"58382","38","00","ND","Webster, ND",163,1 
"58384","38","00","ND","Willow City, ND",549,1 
"58385","38","00","ND","Wolford, ND",225,1 
"58386","38","00","ND","York, ND",134,1 
"58401","38","00","ND","Jamestown, ND",17142,1 
"58402","38","00","ND","Jamestown, ND",260,1 
"58405","38","00","ND","Jamestown, ND",427,1 
"58413","38","00","ND","Ashley, ND",1150,1 
"58415","38","00","ND","Berlin, ND",145,1 
"58416","38","00","ND","Binford, ND",440,1 
"58418","38","00","ND","Bowdon, ND",353,1 
"58420","38","00","ND","Buchanan, ND",314,1 
"58421","38","00","ND","Carrington, ND",2850,1 
"58422","38","00","ND","Cathay, ND",195,1 
"58423","38","00","ND","Chaseley, ND",78,1 
"58424","38","00","ND","Cleveland, ND",301,1 
"58425","38","00","ND","Cooperstown, ND",1379,1 
"58426","38","00","ND","Courtenay, ND",200,1 
"58428","38","00","ND","Dawson, ND",271,1 
"58429","38","00","ND","Dazey, ND",357,1 
"58430","38","00","ND","Denhoff, ND",112,1 
"58431","38","00","ND","Dickey, ND",132,1 
"58433","38","00","ND","Edgeley, ND",1092,1 
"58436","38","00","ND","Ellendale, ND",1965,1 
"58438","38","00","ND","Fessenden, ND",625,1 
"58439","38","00","ND","Forbes, ND",148,0.477 
"58439","46","00","SD","Forbes, ND",162,0.523 
"58440","38","00","ND","Fredonia, ND",181,1 
"58441","38","00","ND","Fullerton, ND",389,1 
"58442","38","00","ND","Gackle, ND",478,1 
"58443","38","00","ND","Glenfield, ND",200,1 
"58444","38","00","ND","Goodrich, ND",192,1 
"58445","38","00","ND","Grace City, ND",160,1 
"58448","38","00","ND","Hannaford, ND",347,1 
"58451","38","00","ND","Hurdsfield, ND",185,1 
"58452","38","00","ND","Jessie, ND",27,1 
"58454","38","00","ND","Jud, ND",360,1 
"58455","38","00","ND","Kensal, ND",303,1 
"58456","38","00","ND","Kulm, ND",523,1 
"58458","38","00","ND","LaMoure, ND",1397,1 
"58460","38","00","ND","Lehr, ND",230,1 
"58461","38","00","ND","Litchville, ND",413,1 
"58463","38","00","ND","McClusky, ND",651,1 
"58464","38","00","ND","Mchenry, ND",242,1 
"58466","38","00","ND","Marion, ND",355,1 
"58467","38","00","ND","Medina, ND",606,1 
"58472","38","00","ND","Montpelier, ND",419,1 
"58474","38","00","ND","Oakes, ND",2681,1 
"58475","38","00","ND","Pettibone, ND",150,1 
"58476","38","00","ND","Pingree, ND",271,1 
"58477","38","00","ND","Regan, ND",148,1 
"58478","38","00","ND","Robinson, ND",135,1 
"58479","38","00","ND","Rogers, ND",192,1 
"58480","38","00","ND","Sanborn, ND",340,1 
"58481","38","00","ND","Spiritwood, ND",272,1 
"58482","38","00","ND","Steele, ND",1003,1 
"58483","38","00","ND","Streeter, ND",340,1 
"58484","38","00","ND","Sutton, ND",65,1 
"58486","38","00","ND","Sykeston, ND",262,1 
"58487","38","00","ND","Tappen, ND",444,1 
"58488","38","00","ND","Tuttle, ND",258,1 
"58490","38","00","ND","Verona, ND",240,1 
"58492","38","00","ND","Wimbledon, ND",481,1 
"58494","38","00","ND","Wing, ND",350,1 
"58495","38","00","ND","Wishek, ND",1332,1 
"58496","38","00","ND","Woodworth, ND",182,1 
"58497","38","00","ND","Ypsilanti, ND",326,1 
"58501","38","00","ND","Bismarck, ND",28055,1 
"58503","38","00","ND","Bismarck, ND",25734,1 
"58504","38","00","ND","Bismarck, ND",24342,1 
"58505","38","00","ND","Bismarck, ND",2,1 
"58520","38","00","ND","Almont, ND",264,1 
"58521","38","00","ND","Baldwin, ND",658,1 
"58523","38","00","ND","Beulah, ND",3619,1 
"58524","38","00","ND","Braddock, ND",100,1 
"58528","38","00","ND","Cannon Ball, ND",798,1 
"58529","38","00","ND","Carson, ND",660,1 
"58530","38","00","ND","Center, ND",1193,1 
"58531","38","00","ND","Coleharbor, ND",307,1 
"58532","38","00","ND","Driscoll, ND",297,1 
"58533","38","00","ND","Elgin, ND",945,1 
"58535","38","00","ND","Flasher, ND",571,1 
"58538","38","00","ND","Fort Yates, ND",2489,1 
"58540","38","00","ND","Garrison, ND",2449,1 
"58541","38","00","ND","Golden Valley, ND",364,1 
"58542","38","00","ND","Hague, ND",324,1 
"58544","38","00","ND","Hazelton, ND",551,1 
"58545","38","00","ND","Hazen, ND",3461,1 
"58549","38","00","ND","Kintyre, ND",214,1 
"58552","38","00","ND","Linton, ND",1797,1 
"58554","38","00","ND","Mandan, ND",22884,1 
"58558","38","00","ND","Menoken, ND",812,1 
"58559","38","00","ND","Mercer, ND",218,1 
"58560","38","00","ND","Moffit, ND",161,1 
"58561","38","00","ND","Napoleon, ND",1085,1 
"58562","38","00","ND","New Leipzig, ND",415,1 
"58563","38","00","ND","New Salem, ND",1977,1 
"58564","38","00","ND","Raleigh, ND",92,1 
"58565","38","00","ND","Riverdale, ND",209,1 
"58566","38","00","ND","Saint Anthony, ND",180,1 
"58568","38","00","ND","Selfridge, ND",535,1 
"58569","38","00","ND","Shields, ND",77,1 
"58570","38","00","ND","Solen, ND",397,1 
"58571","38","00","ND","Stanton, ND",603,1 
"58572","38","00","ND","Sterling, ND",319,1 
"58573","38","00","ND","Strasburg, ND",674,1 
"58575","38","00","ND","Turtle Lake, ND",920,1 
"58576","38","00","ND","Underwood, ND",953,1 
"58577","38","00","ND","Washburn, ND",1671,1 
"58579","38","00","ND","Wilton, ND",1190,1 
"58580","38","00","ND","Zap, ND",455,1 
"58581","38","00","ND","Zeeland, ND",258,1 
"58601","38","00","ND","Dickinson, ND",21078,1 
"58620","38","00","ND","Amidon, ND",132,1 
"58621","38","00","ND","Beach, ND",1231,1 
"58622","38","00","ND","Belfield, ND",1489,1 
"58623","38","00","ND","Bowman, ND",2363,0.997 
"58623","46","00","SD","Bowman, ND",7,0.003 
"58625","38","00","ND","Dodge, ND",185,1 
"58626","38","00","ND","Dunn Center, ND",262,1 
"58627","38","00","ND","Fairfield, ND",154,1 
"58630","38","00","ND","Gladstone, ND",502,1 
"58631","38","00","ND","Glen Ullin, ND",1150,1 
"58632","38","00","ND","Golva, ND",149,1 
"58634","38","00","ND","Grassy Butte, ND",251,1 
"58636","38","00","ND","Halliday, ND",706,1 
"58638","38","00","ND","Hebron, ND",992,1 
"58639","38","00","ND","Hettinger, ND",1816,1 
"58640","38","00","ND","Killdeer, ND",1344,1 
"58641","38","00","ND","Lefor, ND",79,1 
"58642","38","00","ND","Manning, ND",334,1 
"58643","38","00","ND","Marmarth, ND",191,1 
"58645","38","00","ND","Medora, ND",238,1 
"58646","38","00","ND","Mott, ND",1138,1 
"58647","38","00","ND","New England, ND",1142,1 
"58649","38","00","ND","Reeder, ND",307,0.956 
"58649","46","00","SD","Reeder, ND",14,0.044 
"58650","38","00","ND","Regent, ND",393,1 
"58651","38","00","ND","Rhame, ND",475,1 
"58652","38","00","ND","Richardton, ND",987,1 
"58653","38","00","ND","Scranton, ND",556,0.925 
"58653","46","00","SD","Scranton, ND",45,0.075 
"58654","38","00","ND","Sentinel Butte, ND",289,1 
"58655","38","00","ND","South Heart, ND",484,1 
"58656","38","00","ND","Taylor, ND",366,1 
"58701","38","00","ND","Minot, ND",28368,1 
"58703","38","00","ND","Minot, ND",19396,1 
"58704","38","00","ND","Minot AFB, ND",4770,1 
"58705","38","00","ND","Minot AFB, ND",751,1 
"58707","38","00","ND","Minot, ND",509,1 
"58710","38","00","ND","Anamoose, ND",469,1 
"58711","38","00","ND","Antler, ND",211,1 
"58712","38","00","ND","Balfour, ND",155,1 
"58713","38","00","ND","Bantry, ND",35,1 
"58716","38","00","ND","Benedict, ND",147,1 
"58718","38","00","ND","Berthold, ND",1040,1 
"58721","38","00","ND","Bowbells, ND",529,1 
"58722","38","00","ND","Burlington, ND",1516,1 
"58723","38","00","ND","Butte, ND",236,1 
"58725","38","00","ND","Carpio, ND",341,1 
"58727","38","00","ND","Columbus, ND",279,1 
"58730","38","00","ND","Crosby, ND",1295,1 
"58731","38","00","ND","Deering, ND",300,1 
"58733","38","00","ND","Des Lacs, ND",402,1 
"58734","38","00","ND","Donnybrook, ND",241,1 
"58735","38","00","ND","Douglas, ND",314,1 
"58736","38","00","ND","Drake, ND",452,1 
"58737","38","00","ND","Flaxton, ND",140,1 
"58740","38","00","ND","Glenburn, ND",755,1 
"58741","38","00","ND","Granville, ND",554,1 
"58744","38","00","ND","Karlsruhe, ND",143,1 
"58746","38","00","ND","Kenmare, ND",1620,1 
"58748","38","00","ND","Kramer, ND",148,1 
"58750","38","00","ND","Lansford, ND",528,1 
"58752","38","00","ND","Lignite, ND",223,1 
"58755","38","00","ND","Mcgregor, ND",129,1 
"58756","38","00","ND","Makoti, ND",250,1 
"58757","38","00","ND","Mandaree, ND",909,1 
"58758","38","00","ND","Martin, ND",222,1 
"58759","38","00","ND","Max, ND",821,1 
"58760","38","00","ND","Maxbass, ND",254,1 
"58761","38","00","ND","Mohall, ND",1104,1 
"58762","38","00","ND","Newburg, ND",246,1 
"58763","38","00","ND","New Town, ND",3502,1 
"58765","38","00","ND","Noonan, ND",248,1 
"58768","38","00","ND","Norwich, ND",282,1 
"58769","38","00","ND","Palermo, ND",229,1 
"58770","38","00","ND","Parshall, ND",1240,1 
"58771","38","00","ND","Plaza, ND",453,1 
"58772","38","00","ND","Portal, ND",137,1 
"58773","38","00","ND","Powers Lake, ND",687,1 
"58775","38","00","ND","White Shield, ND",290,1 
"58776","38","00","ND","Ross, ND",298,1 
"58778","38","00","ND","Ruso, ND",133,1 
"58779","38","00","ND","Ryder, ND",367,1 
"58781","38","00","ND","Sawyer, ND",695,1 
"58782","38","00","ND","Sherwood, ND",436,1 
"58783","38","00","ND","Souris, ND",346,1 
"58784","38","00","ND","Stanley, ND",2330,1 
"58785","38","00","ND","Surrey, ND",1091,1 
"58787","38","00","ND","Tolley, ND",136,1 
"58788","38","00","ND","Towner, ND",1124,1 
"58789","38","00","ND","Upham, ND",321,1 
"58790","38","00","ND","Velva, ND",1585,1 
"58792","38","00","ND","Voltaire, ND",227,1 
"58793","38","00","ND","Westhope, ND",609,1 
"58794","38","00","ND","White Earth, ND",159,1 
"58795","38","00","ND","Wildrose, ND",198,1 
"58801","38","00","ND","Williston, ND",18371,1 
"58830","38","00","ND","Alamo, ND",213,1 
"58831","38","00","ND","Alexander, ND",472,1 
"58833","38","00","ND","Ambrose, ND",80,1 
"58835","38","00","ND","Arnegard, ND (PO Boxes)",313,1 
"58838","38","00","ND","Cartwright, ND",199,1 
"58843","38","00","ND","Epping, ND",466,1 
"58844","38","00","ND","Fortuna, ND",142,1 
"58845","38","00","ND","Grenora, ND",371,1 
"58847","38","00","ND","Keene, ND",283,1 
"58849","38","00","ND","Ray, ND",883,1 
"58852","38","00","ND","Tioga, ND",1750,1 
"58853","38","00","ND","Trenton, ND (PO Boxes)",292,1 
"58854","38","00","ND","Watford City, ND",2804,1 
"58856","38","00","ND","Zahl, ND",131,1 
"59001","30","00","MT","Absarokee, MT",1643,1 
"59002","30","00","MT","Acton, MT",165,1 
"59003","30","00","MT","Ashland, MT",1160,1 
"59006","30","00","MT","Ballantine, MT",926,1 
"59007","30","00","MT","Bearcreek, MT",113,1 
"59008","30","00","MT","Belfry, MT",410,1 
"59010","30","00","MT","Bighorn, MT",102,1 
"59011","30","00","MT","Big Timber, MT",3027,1 
"59012","30","00","MT","Birney, MT",249,1 
"59013","30","00","MT","Boyd, MT",127,1 
"59014","30","00","MT","Bridger, MT",1446,1 
"59015","30","00","MT","Broadview, MT",576,1 
"59016","30","00","MT","Busby, MT",1089,1 
"59018","30","00","MT","Clyde Park, MT (PO Boxes)",602,1 
"59019","30","00","MT","Columbus, MT",3972,1 
"59020","30","00","MT","Cooke City, MT",77,1 
"59022","30","00","MT","Crow Agency, MT",1945,1 
"59024","30","00","MT","Custer, MT",390,1 
"59025","30","00","MT","Decker, MT",56,1 
"59026","30","00","MT","Edgar, MT",194,1 
"59027","30","00","MT","Emigrant, MT",836,1 
"59028","30","00","MT","Fishtail, MT",434,1 
"59029","30","00","MT","Fromberg, MT",733,1 
"59030","30","00","MT","Gardiner, MT",1263,1 
"59031","30","00","MT","Garryowen, MT (PO Boxes)",339,1 
"59032","30","00","MT","Grass Range, MT",408,1 
"59033","30","00","MT","Greycliff, MT (PO Boxes)",334,1 
"59034","30","00","MT","Hardin, MT",5189,1 
"59035","30","00","MT","Fort Smith, MT",227,1 
"59036","30","00","MT","Harlowton, MT",1505,1 
"59037","30","00","MT","Huntley, MT",1672,1 
"59038","30","00","MT","Hysham, MT",656,1 
"59039","30","00","MT","Ingomar, MT",28,1 
"59041","30","00","MT","Joliet, MT",1950,1 
"59043","30","00","MT","Lame Deer, MT",2950,1 
"59044","30","00","MT","Laurel, MT",10971,1 
"59046","30","00","MT","Lavina, MT",390,1 
"59047","30","00","MT","Livingston, MT",11880,1 
"59050","30","00","MT","Lodge Grass, MT",1715,1 
"59052","30","00","MT","Mc Leod, MT",139,1 
"59053","30","00","MT","Martinsdale, MT",354,1 
"59054","30","00","MT","Melstone, MT (PO Boxes)",315,1 
"59055","30","00","MT","Melville, MT",59,1 
"59057","30","00","MT","Molt, MT",692,1 
"59058","30","00","MT","Mosby, MT",50,1 
"59059","30","00","MT","Musselshell, MT",146,1 
"59061","30","00","MT","Nye, MT",272,1 
"59062","30","00","MT","Otter, MT",35,1 
"59063","30","00","MT","Park City, MT",2058,1 
"59064","30","00","MT","Pompeys Pillar, MT",284,1 
"59065","30","00","MT","Pray, MT",197,1 
"59066","30","00","MT","Pryor, MT",701,1 
"59067","30","00","MT","Rapelje, MT",221,1 
"59068","30","00","MT","Red Lodge, MT",3580,1 
"59069","30","00","MT","Reed Point, MT",461,1 
"59070","30","00","MT","Roberts, MT",1047,1 
"59071","30","00","MT","Roscoe, MT (PO Boxes)",104,1 
"59072","30","00","MT","Roundup, MT",4140,1 
"59074","30","00","MT","Ryegate, MT",490,1 
"59075","30","00","MT","Saint Xavier, MT",289,1 
"59076","30","00","MT","Sanders, MT",33,1 
"59077","30","00","MT","Sand Springs, MT",79,1 
"59078","30","00","MT","Shawmut, MT",145,1 
"59079","30","00","MT","Shepherd, MT",3481,1 
"59081","30","00","MT","Silver Gate, MT",9,1 
"59082","30","00","MT","Springdale, MT",39,1 
"59085","30","00","MT","Two Dot, MT",88,1 
"59086","30","00","MT","Wilsall, MT",727,1 
"59087","30","00","MT","Winnett, MT",436,1 
"59088","30","00","MT","Worden, MT",1373,1 
"59089","30","00","MT","Wyola, MT",467,1 
"59101","30","00","MT","Billings, MT",39562,1 
"59102","30","00","MT","Billings, MT",46564,1 
"59105","30","00","MT","Billings, MT",29624,1 
"59106","30","00","MT","Billings, MT",12375,1 
"59201","30","00","MT","Wolf Point, MT",5100,1 
"59211","30","00","MT","Antelope, MT",125,1 
"59212","30","00","MT","Bainville, MT",373,1 
"59213","30","00","MT","Brockton, MT",772,1 
"59214","30","00","MT","Brockway, MT",120,1 
"59215","30","00","MT","Circle, MT",1135,1 
"59217","30","00","MT","Crane, MT",100,1 
"59218","30","00","MT","Culbertson, MT",927,1 
"59219","30","00","MT","Dagmar, MT",199,1 
"59221","30","00","MT","Fairview, MT",1241,0.748 
"59221","38","00","ND","Fairview, MT",417,0.252 
"59222","30","00","MT","Flaxville, MT",221,1 
"59223","30","00","MT","Fort Peck, MT",364,1 
"59225","30","00","MT","Frazer, MT",560,1 
"59226","30","00","MT","Froid, MT",410,1 
"59230","30","00","MT","Glasgow, MT",4490,1 
"59231","30","00","MT","St. Marie, MT",264,1 
"59240","30","00","MT","Glentana, MT (PO Boxes)",21,1 
"59241","30","00","MT","Hinsdale, MT",413,1 
"59242","30","00","MT","Homestead, MT",79,1 
"59243","30","00","MT","Lambert, MT",345,1 
"59244","30","00","MT","Larslan, MT",65,1 
"59247","30","00","MT","Medicine Lake, MT",314,1 
"59248","30","00","MT","Nashua, MT",762,1 
"59250","30","00","MT","Opheim, MT",198,1 
"59252","30","00","MT","Outlook, MT",115,1 
"59253","30","00","MT","Peerless, MT",112,1 
"59254","30","00","MT","Plentywood, MT",2026,1 
"59255","30","00","MT","Poplar, MT",3429,1 
"59256","30","00","MT","Raymond, MT (PO Boxes)",59,1 
"59257","30","00","MT","Redstone, MT",61,1 
"59258","30","00","MT","Reserve, MT",110,1 
"59259","30","00","MT","Richey, MT",348,1 
"59260","30","00","MT","Richland, MT",110,1 
"59261","30","00","MT","Saco, MT",520,1 
"59262","30","00","MT","Savage, MT",655,1 
"59263","30","00","MT","Scobey, MT",1349,1 
"59270","30","00","MT","Sidney, MT",7212,0.983 
"59270","38","00","ND","Sidney, MT",127,0.017 
"59274","30","00","MT","Vida, MT",206,1 
"59275","30","00","MT","Westby, MT",322,0.856 
"59275","38","00","ND","Westby, MT",54,0.144 
"59276","30","00","MT","Whitetail, MT",40,1 
"59301","30","00","MT","Miles City, MT",11404,1 
"59311","30","00","MT","Alzada, MT",159,1 
"59312","30","00","MT","Angela, MT",31,1 
"59313","30","00","MT","Baker, MT",2498,1 
"59314","30","00","MT","Biddle, MT",112,1 
"59315","30","00","MT","Bloomfield, MT",150,1 
"59317","30","00","MT","Broadus, MT",1164,1 
"59318","30","00","MT","Brusett, MT",136,1 
"59322","30","00","MT","Cohagen, MT",85,1 
"59323","30","00","MT","Colstrip, MT",2294,1 
"59324","30","00","MT","Ekalaka, MT",821,1 
"59326","30","00","MT","Fallon, MT",265,1 
"59327","30","00","MT","Forsyth, MT",2945,1 
"59330","30","00","MT","Glendive, MT",8307,1 
"59332","30","00","MT","Hammond, MT",146,1 
"59333","30","00","MT","Hathaway, MT",21,1 
"59336","30","00","MT","Ismay, MT",192,1 
"59337","30","00","MT","Jordan, MT",812,1 
"59338","30","00","MT","Kinsey, MT",142,1 
"59339","30","00","MT","Lindsay, MT",149,1 
"59343","30","00","MT","Olive, MT",82,1 
"59344","30","00","MT","Plevna, MT",300,1 
"59347","30","00","MT","Rosebud, MT",321,1 
"59349","30","00","MT","Terry, MT",913,1 
"59351","30","00","MT","Volborg, MT",200,1 
"59353","30","00","MT","Wibaux, MT",1017,1 
"59354","30","00","MT","Willard, MT",41,1 
"59401","30","00","MT","Great Falls, MT",13774,1 
"59404","30","00","MT","Great Falls, MT",26867,1 
"59405","30","00","MT","Great Falls, MT",31438,1 
"59410","30","00","MT","Augusta, MT (PO Boxes)",666,1 
"59411","30","00","MT","Babb, MT (PO Boxes)",460,1 
"59412","30","00","MT","Belt, MT",1747,1 
"59414","30","00","MT","Black Eagle, MT",904,1 
"59416","30","00","MT","Brady, MT",337,1 
"59417","30","00","MT","North Browning, MT",7719,1 
"59418","30","00","MT","Buffalo, MT",95,1 
"59419","30","00","MT","Bynum, MT",96,1 
"59420","30","00","MT","Carter, MT",243,1 
"59421","30","00","MT","Cascade, MT",1831,1 
"59422","30","00","MT","Choteau, MT",2643,1 
"59424","30","00","MT","Coffee Creek, MT",87,1 
"59425","30","00","MT","Conrad, MT",3751,1 
"59427","30","00","MT","Cut Bank, MT",4757,1 
"59430","30","00","MT","Denton, MT",454,1 
"59432","30","00","MT","Dupuyer, MT",104,1 
"59433","30","00","MT","Dutton, MT",594,1 
"59434","30","00","MT","East Glacier Park Village, MT",463,1 
"59436","30","00","MT","Fairfield, MT",1827,1 
"59440","30","00","MT","Floweree, MT",175,1 
"59441","30","00","MT","Forest Grove, MT",82,1 
"59442","30","00","MT","Fort Benton, MT",1789,1 
"59443","30","00","MT","Fort Shaw, MT",612,1 
"59444","30","00","MT","Galata, MT",355,1 
"59446","30","00","MT","Geraldine, MT",564,1 
"59447","30","00","MT","Geyser, MT",250,1 
"59448","30","00","MT","Heart Butte, MT",743,1 
"59450","30","00","MT","Highwood, MT",467,1 
"59451","30","00","MT","Hilger, MT",241,1 
"59452","30","00","MT","Hobson, MT",525,1 
"59453","30","00","MT","Judith Gap, MT",362,1 
"59454","30","00","MT","Kevin, MT",201,1 
"59456","30","00","MT","Ledger, MT",233,1 
"59457","30","00","MT","Lewistown, MT",9105,1 
"59460","30","00","MT","Loma, MT",233,1 
"59461","30","00","MT","Lothair, MT",33,1 
"59462","30","00","MT","Moccasin, MT",168,1 
"59463","30","00","MT","Monarch, MT",169,1 
"59464","30","00","MT","Moore, MT",500,1 
"59465","30","00","MT","Neihart, MT",52,1 
"59466","30","00","MT","Oilmont, MT",97,1 
"59467","30","00","MT","Pendroy, MT (PO Boxes)",259,1 
"59468","30","00","MT","Power, MT",571,1 
"59469","30","00","MT","Raynesford, MT",157,1 
"59471","30","00","MT","Roy, MT",295,1 
"59472","30","00","MT","Sand Coulee, MT",657,1 
"59474","30","00","MT","Shelby, MT",3820,1 
"59477","30","00","MT","Simms, MT",521,1 
"59479","30","00","MT","Stanford, MT",826,1 
"59480","30","00","MT","Stockett, MT",383,1 
"59482","30","00","MT","Sunburst, MT",802,1 
"59483","30","00","MT","Sun River, MT",530,1 
"59484","30","00","MT","Sweet Grass, MT",111,1 
"59485","30","00","MT","Ulm, MT",705,1 
"59486","30","00","MT","Valier, MT",1328,1 
"59487","30","00","MT","Vaughn, MT",1240,1 
"59489","30","00","MT","Winifred, MT",396,1 
"59501","30","00","MT","Havre, MT",12638,1 
"59520","30","00","MT","Big Sandy, MT",1030,1 
"59521","30","00","MT","Rocky Boy West, MT",3475,1 
"59522","30","00","MT","Chester, MT",1755,1 
"59523","30","00","MT","Chinook, MT",2287,1 
"59524","30","00","MT","Dodson, MT",663,1 
"59525","30","00","MT","Gildford, MT",384,1 
"59526","30","00","MT","Fort Belknap Agency, MT",2435,1 
"59527","30","00","MT","Hays, MT",974,1 
"59528","30","00","MT","Hingham, MT",208,1 
"59529","30","00","MT","Hogeland, MT",163,1 
